Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value,Cluster 10 Mean Counts,Cluster 10 Log2 fold change,Cluster 10 Adjusted p value
ENSG00000278932,CR381653.1,0,-2.0403906657891246,0.45514052586993425,0.01549942594718714,-0.05813334205144116,1,0.08398133748055991,3.893572110744731,0.00011621749475049279,0,-1.5293162387044115,0.6265507034417954,0,-1.3094536125127902,0.7902807043716853,0,0.4777191030374013,1,0,1.5580635031688184,1,0,1.7131255313400864,1,0,2.373623933961494,1,0,4.907291288581764,1
ENSG00000274391,TPTE,0,-1.8477455878467293,0.5559136849956001,0.010332950631458093,-0.35769362391034853,1,0,-1.614222529453965,0.4468743581700166,0,-1.3366711607620152,0.775232851252842,0,-1.1168085345703949,0.9252693303246821,0.29900332225913623,5.9371507216746995,0.0000002336622051680721,0,1.7507085811112146,1,0,1.9057706092824827,1,0,2.5662690119038905,1,1.5,6.206851570440672,0.3580771374584562
ENSG00000277282,IGHV1OR21-1,0,0.9596093342108745,1,0,0.6423063760896515,1,0.0069984447900466595,3.1931323926036397,0.4468743581700166,0,1.4706837612955894,1,0,1.6905463874872089,1,0,3.4777191030374004,1,0,4.5580635031688175,1,0,4.713125531340087,1,0,5.373623933961495,1,0,7.907291288581764,1
ENSG00000224905,AP001347.1,0,-0.6253531665102807,0.9935994030997476,0,-0.9426561246315046,0.9845168014775542,0,-0.3918301081175173,0.924304052213938,0,-0.11427873942556754,1,0,0.10558388676605368,1,0.11960132890365449,5.799647197924763,0.0017510301090352602,0,2.9731010024476623,1,0,3.1281630306189303,1,0,3.788661433240338,1,1.5,7.585363193694402,0.2886410671378873
ENSG00000185272,RBM11,0,-0.04039066578912465,1,0,-0.35769362391034853,1,0,0.1931323926036388,1,0.008226691042047532,1.8857212605744325,0.8933590127152605,0,0.6905463874872098,1,0,2.4777191030374013,1,0,3.5580635031688184,1,0.07142857142857142,5.128163030618929,1,0.11688311688311687,5.788661433240337,0.666711064362933,0,6.907291288581764,1
ENSG00000155304,HSPA13,0.036809815950920255,-0.3623187606764864,0.9935994030997476,0.020665901262916186,-1.245218894651937,0.3010643327189983,0.0069984447900466595,-2.128795702283724,0.1725453411565787,0.1892138939670932,2.8857212605744325,0.0000543442497880578,0.037539103232533906,-0.19697888325437773,1,0,-0.8798329015806825,1,0,0.20051149855073458,1,0.07142857142857142,1.3911974364527238,1,0.11688311688311687,2.0516958390741324,1,0,3.54973928396368,1
ENSG00000155307,SAMSN1,0.08588957055214726,-0.30342507162291854,1,0.07233065442020666,-0.6207280297441429,0.6019727553284695,0.04898911353032662,-1.1106483555734639,0.39524433235849793,0.0822669104204753,-0.3178121335106998,1,0.2815432742440043,1.837387775816481,0.00957967850783035,0.17940199335548174,0.9631459302076437,1,0,-0.8682012515332795,1,0.21428571428571427,1.3380860999931616,1,0.11688311688311687,0.9642329978237925,1,0,2.4810265338796658,1
ENSG00000226751,AF127936.1,0,0.9596093342108745,1,0,0.6423063760896515,1,0.0069984447900466595,3.1931323926036397,0.4468743581700166,0,1.4706837612955894,1,0,1.6905463874872089,1,0,3.4777191030374004,1,0,4.5580635031688175,1,0,4.713125531340087,1,0,5.373623933961495,1,0,7.907291288581764,1
ENSG00000281903,LINC02246,0,0.9596093342108745,1,0.0051664753157290464,2.6423063760896515,0.5542077976780075,0,1.1931323926036397,1,0,1.4706837612955894,1,0,1.6905463874872089,1,0,3.4777191030374004,1,0,4.5580635031688175,1,0,4.713125531340087,1,0,5.373623933961495,1,0,7.907291288581764,1
ENSG00000180530,NRIP1,0.06748466257668713,-0.3861655026308548,0.9935994030997476,0.14982778415614234,1.1229322169960718,0.12862773516934942,0.0349922239502333,-1.2879942971329776,0.3820859736373434,0.06581352833638025,-0.3593912372620993,1,0.11261730969760173,0.48409551001978324,0.9252693303246821,0.11960132890365449,0.7121843566744248,1,0,-0.6118614982734942,1,0.14285714285714285,1.1688050151162765,1,0,0.20369893251918203,1,0,2.7373662871394515,1
