Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000278932,CR381653.1,0.049090909090909074,4.69225115990648,0.00006800566381092806,0,-3.064593526508,0.03340908228938457,0,-2.6057841350383093,0.10963963237299473
ENSG00000274391,TPTE,0.032727272727272716,2.151682778543777,0.06031866478543427,0.010935601458080197,-0.5240251451452975,0.8382226639373224,0,-2.413139057095913,0.11561728697775717
ENSG00000277282,IGHV1OR21-1,0.0032727272727272718,1.6922511599064798,0.6027071661187644,0,-0.06459352650800021,1,0,0.3942158649616916,1
ENSG00000224905,AP001347.1,0.013090909090909087,2.0141792547938424,0.25762259679503546,0,-1.6495560272291563,0.4694875205607621,0.004545454545454549,0.07228777007432807,1
ENSG00000185272,RBM11,0,-1.3077488400935202,0.8798839406112213,0.0036452004860267327,0.3504439727708437,1,0.009090909090909097,1.9791783656828477,0.4459053070109815
ENSG00000155304,HSPA13,0.029454545454545445,-0.9858207452061576,0.2962981781859256,0.06561360874848118,0.6597720308785715,0.6094732326082345,0.05909090909090913,0.39421586496169114,0.8306907235982445
ENSG00000155307,SAMSN1,0.0458181818181818,-1.570783245927314,0.01703603624046745,0.21871202916160395,2.165704092913794,0.00013368050578212574,0.05000000000000003,-1.249640324813034,0.11561728697775717
ENSG00000226751,AF127936.1,0.0032727272727272718,1.6922511599064798,0.6027071661187644,0,-0.06459352650800021,1,0,0.3942158649616916,1
ENSG00000281903,LINC02246,0,-0.3077488400935202,1,0.0036452004860267327,1.9354064734919998,0.6408017195370705,0,0.3942158649616916,1
ENSG00000180530,NRIP1,0.07199999999999998,-0.42804307381123197,0.6449923121959256,0.1458080194410693,1.2929584781100827,0.043423707941383914,0.04090909090909094,-1.261135963650863,0.11561728697775717
ENSG00000155313,USP25,0.11781818181818178,1.4422729068981326,0.024348206284240687,0.02916160388821386,-1.5385247148404124,0.05355015490061135,0.05909090909090913,-0.29028230931037946,0.8828155532165
ENSG00000154639,CXADR,0.0032727272727272718,1.6922511599064798,0.6027071661187644,0,-0.06459352650800021,1,0,0.3942158649616916,1
ENSG00000154640,BTG3,0.08836363636363634,0.45521196260563057,0.6027071661187644,0.04009720534629406,-1.0943408699020525,0.21461136851323787,0.09545454545454551,0.5682452647367398,0.48819280455619507
ENSG00000280594,BTG3-AS1,0,-2.115103762151124,0.2839431519182324,0,-1.871948448565604,0.34543977429914513,0.02727272727272729,4.201570787019296,0.007842223974405036
ENSG00000154642,C21orf91,0.0458181818181818,-0.8602898631222988,0.3201580218310744,0.06925880923450792,-0.02806765048288673,1,0.10909090909090915,0.9506092134860764,0.197791349862136
ENSG00000244676,AL109761.1,0,-0.3077488400935202,1,0.0036452004860267327,1.9354064734919998,0.6408017195370705,0,0.3942158649616916,1
ENSG00000154645,CHODL,0.0032727272727272718,1.6922511599064798,0.6027071661187644,0,-0.06459352650800021,1,0,0.3942158649616916,1
ENSG00000237484,LINC01684,0.013090909090909087,0.20682433273623868,1,0.0036452004860267327,-1.3865216213953628,0.5258925762779608,0.022727272727272742,1.3942158649616907,0.41201698879243775
ENSG00000222042,AP001341.1,0,-0.3077488400935202,1,0,-0.06459352650800021,1,0.004545454545454549,2.3942158649616916,0.48819280455619507
ENSG00000185433,LINC00158,0,-1.3077488400935202,0.6027071661187644,0.0036452004860267327,0.3504439727708437,1,0.009090909090909097,1.9791783656828477,0.41201698879243775
ENSG00000234883,MIR155HG,0.0229090909090909,-1.2619451504803956,0.18009744172742773,0.10571081409477524,2.6723720676582055,0.00016947344298456088,0.004545454545454549,-2.815237500667259,0.011361767767495638
ENSG00000154719,MRPL39,0.0458181818181818,-0.8927113408146763,0.2839431519182324,0.15309842041312277,2.274208386943758,0.00016986940314361832,0.009090909090909097,-2.8537116484818945,0.003025596876587019
ENSG00000154721,JAM2,0,-0.8927113408146763,1,0.0036452004860267327,0.9354064734919998,0.8035908084891722,0.004545454545454549,1.3942158649616916,0.7340637442968042
ENSG00000154723,ATP5PF,0.494181818181818,-0.7877417812131339,0.14066925970547206,1.130012150668287,1.1663286941720403,0.0066347937369688765,0.513636363636364,-0.6246431622896249,0.3444844811089902
ENSG00000154727,GABPA,0.055636363636363616,-0.09202014903808342,1,0.05467800729040099,-0.1089876458664536,1,0.06818181818181823,0.34982174560323775,0.8669955981788039
ENSG00000142192,APP,0.11127272727272723,-0.6862604633472498,0.3201580218310744,0.13122721749696237,-0.3308735918454486,0.8035908084891722,0.24545454545454562,1.0258284589816689,0.083970411722778
ENSG00000166265,CYYR1,0,-0.3077488400935202,1,0.0036452004860267327,1.9354064734919998,0.6408017195370705,0,0.3942158649616916,1
ENSG00000232855,AF165147.1,0,-2.30774884009352,0.21622097234904145,0.021871202916160393,2.7427613955496035,0.056939939539022114,0.004545454545454549,-0.41313905709591303,0.9133035309343798
ENSG00000156239,N6AMT1,0.029454545454545445,-0.629676934980882,0.6027071661187644,0.06196840826245445,1.0178686336839724,0.28652630832541914,0.031818181818181836,-0.36067163720177753,0.8669955981788039
ENSG00000198862,LTN1,0.05236363636363635,-1.1744823092300556,0.0948985333957496,0.10935601458080198,0.3046402831577186,0.8035908084891722,0.140909090909091,0.839627013284054,0.197791349862136
ENSG00000156253,RWDD2B,0.009818181818181814,-1.4776738415358324,0.24187489100519322,0.05832320777642772,2.7009412198549763,0.004705737909093347,0.004545454545454549,-1.927712229925672,0.14128958990279053
ENSG00000273254,AF129075.2,0.0032727272727272718,-0.6296769349808828,0.8915179254075055,0.01458080194410693,2.2573345683793615,0.20644176511350573,0,-1.1907466357594654,0.5863449256605271
